Neg Sent Signal compound,Neg Sent Signal neg,Neg Sent Signal neu,Neg Sent Signal pos,Pos Sent Signal compound,Pos Sent Signal neg,Pos Sent Signal neu,Pos Sent Signal pos,Mean Sent Len,Sent Count,Pos Mean Sent Len,Pos Sent Count,Neg Mean Sent Len,Neg Sent Count,Q1,Q2,Q3,Q4,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,MKT0,MKT1,MKT2,MKT3,MKT4,MKT5,MKT6,MKT7,MKT8,MKT9,MKT10,MKT11,MKT12,Name Words,Name Length,Offer Amount,Price,Shares,1D,1W,1M,3M
0.7503073951290374,0.1882914787654641,-0.18852642256652324,-0.08826426680570745,0.8248837708218082,-0.04771097880979585,-2.180596174275313,2.1308750400626235,-0.2297442229548469,-0.8793698262852203,0.7621775103853468,-0.8610297613441565,-1.2836896662757236,-0.8717076695919148,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9502077250579802,0.9586727372424996,-0.20731504163745082,-0.09881336190246925,-0.2565593009141873,0.002401020408163257,0.02641056422569044,0.07322923169267702,0.1212484993997598
0.3935419175519458,-0.5959945212326857,0.4154787867200083,0.748544163566714,1.031044424975102,-0.19137439365128647,0.2964921131267786,-0.23642476686964464,0.4682114887029106,1.9453440531133195,2.4492624432503365,1.9158982303377607,0.7440617526323302,1.9499076432237104,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9502077250579802,0.7016754791402818,0.30549485614417105,0.5658171733463201,0.3705415222335311,-0.01718536845400065,-0.010682860627828195,-0.019507662818965987,-0.008824941531586639
2.2558892362927936,-0.6481394163858396,0.04740207943038505,1.8350121502680428,0.3786686281964544,0.1878769287449561,0.1944366182392143,-0.23899029722759824,0.029446981883525954,0.49426119732552126,0.23016873332590324,0.4930095073271915,-0.6227683336083578,0.4480801380153937,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9502077250579802,0.05918233388473768,-0.18445517807421558,0.5053962155964302,-0.2788137325649173,0.02244394126902449,-0.030922644933797705,-0.02244384151839596,-0.003990025136659693
0.3711742698593827,-0.20615233455328588,-0.13915489231697256,0.9804879670051422,0.38718970382559253,0.20671391495669067,-2.462220595133277,2.3373599061426837,-0.12654595132631652,0.45895227383303955,-0.5628244406920884,0.4930095073271915,-0.14482276781484213,0.49359006241564574,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11667249516650549,0.7016754791402818,-0.2636542652847396,0.6262381310962101,-0.39115655076052686,0.027937961327625827,-0.00886913564829861,0.05498900465583168,0.0048780933427092785
-0.056967406106643526,0.06710876623963369,-0.03982645023353154,-0.09955282188198612,-0.1353932118127885,-0.21132568045582728,0.16320345556642357,-0.10285065658585132,-0.8250171992758812,-0.7438291199753709,-0.6180474558478306,-0.7233308526657144,-0.32358012176289497,-0.7124229341910328,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11667249516650549,0.5731768500891731,-0.2855639633697964,-1.0655486859007084,-0.3177398690261598,-0.07526881720430112,-0.11290322580645172,-0.13440860215053765,-0.2338709677419355
0.5522155599342532,0.2874440564458671,-0.38418121172279746,0.11117776407892353,-3.8762762953101846,0.9488911716990057,-3.870262507831495,3.5074497653417733,-0.7426096054554904,1.0728719435894156,-2.4206089661635217,1.0438051420409602,-1.3869910267931802,1.107974041819048,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9502077250579802,0.7016754791402818,-0.25964121344160934,-0.7030229394013687,-0.2926864263843071,0.03605977665584503,0.09322775351729497,0.13016713404421054,0.21811791939225025
0.5062493832939352,-0.45119768664319226,0.27621281572492573,0.6589242960181103,0.3803455630424961,0.6541969874087686,0.5954263186242229,-0.7524310032116243,0.26832737328275796,-0.24950419108062652,1.371711138961542,-0.21843485417809308,0.3608896208737472,-0.23456872798838654,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11667249516650549,0.7016754791402818,-0.20899180424600108,0.8679219620957699,-0.33303501105415295,0.06862068965517243,-0.011379310344827531,0.2827586551724137,1.2586206896551726
0.09344783037428252,2.1533424379397927,-1.7212363278453096,-2.118655007070239,-0.8410363130434949,0.5800828100797945,1.0104443446282123,-1.1381317804852826,0.27314271193425504,-0.12535346009093262,0.2005423631742158,-0.17253521795194568,-1.8998362290381943,-0.0980389547876305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11667249516650549,-0.45481218231969767,-0.3121685967587939,-1.2347273676004002,-0.40951072119411863,-0.26438188494492043,-0.3084455324357405,-0.16891064871481032,-0.3512851897184822
-0.23177311619808924,-0.4279493414538022,0.36790103164330046,0.35023755472817064,-0.849537709709207,1.4420016107528386,1.7285981859304136,-2.0638631953155513,-0.4638946873057053,-1.8008188296857923,-0.19377231309693296,-1.8019723039801783,0.8370317181425198,-1.781906157596955,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11667249516650549,0.18768096293584652,-0.2877996468478634,-1.1863906014004881,-0.3024447269981667,0.09562398703403564,0.05186385737439237,0.009724473257698651,-0.18152350081037286
-1.379746916743062,1.1623606992550746,-1.8868607713691468,1.3018242095797583,-2.1148804622529416,0.6916161600187433,-1.2463541790278807,1.0255348823582362,-0.4180763288759215,-0.788250023723977,-1.2482143871954423,-0.7692304888918619,-0.931880233627479,-0.7806878207914107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11667249516650549,0.5731768500891731,-0.27997475467462885,-1.307232516900268,-0.22596901685820103,-0.09399999999999996,-0.23800000000000002,-0.36200000000000004,-0.342
-0.05217619546616896,0.11194947535692915,-0.033643520720488936,-0.2508235419852218,-1.1808712961678576,1.0621414160750045,0.2219568493485879,-0.5012118368567108,-0.40182335530546387,-0.8224199496844432,-1.20195813278836,-0.8380799432310829,-0.7649223298354051,-0.8034427829915367,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.1835527153909913,-1.0973053275752418,-0.26600173293671003,-0.21965527740224913,-0.35597772409614264,-0.11672907209854687,-0.22284642739412786,-0.4338327172378161,-0.4450686412934203
