Symbol,Q1,Q2,Q3,Q4,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,MKT0,MKT1,MKT2,MKT3,MKT4,MKT5,MKT6,MKT7,MKT8,MKT9,MKT10,MKT11,MKT12,Name Words,Name Length,Offer Amount,Price,Shares,1D,1W,1M,3M
AACC,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9502077250579802,0.9586727372424996,-0.20731504163745082,-0.09881336190246925,-0.25655930091418727,0.00240102,0.026410563999999997,0.073229232,0.12124849900000001
AIZ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1835527153909913,-1.2258039566263508,1.6427130364630054,0.7470800465959899,1.9765314351728094,0.040421011,0.018526358,0.053473684,0.034105221
DVAX,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11667249516650549,0.4446782210380642,-0.2743855459794613,-1.0051277281508184,-0.2871495849701735,0.149397614,0.053012072,-0.060240964,-0.190361482
TNS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1835527153909913,-1.8682971018818948,-0.23575293547846327,0.2637123845968704,-0.33548223377863184,-0.026486486,-0.014594595,0.11783783800000001,0.22702708100000002
LSE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1835527153909913,-0.968806698524133,-0.08994165903893246,-0.6426019816514787,0.14111439181363408,0.035521236,-0.020849421,-0.146718147,-0.223938224
CUTR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.1835527153909913,-1.4828012147285683,-0.2694133859242403,-0.21965527740224913,-0.36264640602034764,-0.037011652,-0.026730637,0.016449623,-0.09527073300000001
MCHX,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.1835527153909913,-1.3543025856774595,-0.295624539021098,-1.1259696436505984,-0.34833015308214604,0.23404255300000001,0.594414894,0.7486702129999999,0.628989362
ABR,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9502077250579802,0.05918233388473768,-0.18445517807421558,0.5053962155964302,-0.27881373256491726,0.022443941000000002,-0.030922645,-0.022443842000000002,-0.003990025
INTX,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.1835527153909913,-0.5833108113708065,-0.20591773946365893,0.14287046909709053,-0.27950201395617696,0.130952381,0.127142857,0.083333333,-0.185714286
GHL,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9502077250579802,-0.45481218231969767,-0.22687727207053723,0.20329142684698046,-0.3177398690261598,0.025,-0.055,0.02749995,0.02
ACAD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11667249516650549,0.5731768500891731,-0.2855639633697964,-1.0655486859007084,-0.3177398690261598,-0.075268817,-0.112903226,-0.134408602,-0.233870968
CRTX,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11667249516650549,0.8301741081913907,-0.2777390711965618,-1.0655486859007084,-0.2871495849701735,-0.022038541000000002,-0.026170812999999998,-0.028925593,-0.334710739
DRAD,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.1835527153909913,-1.2258039566263508,-0.25091086945975766,-0.4613391084018089,-0.30244472699816666,-0.018302829,-0.176372712,-0.24708818600000002,-0.17221297800000002
SNMX,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.1835527153909913,-1.3543025856774595,-0.2844461216307629,-1.1863906014004881,-0.2871495849701735,0.03875969,-0.041860465,-0.063565891,0.255813953
MNTA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11667249516650549,0.7016754791402818,-0.28581547776107896,-1.1259696436505984,-0.3070332696065646,0.182222222,0.32888888899999996,0.296296296,0.25629629600000003
CRM,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.11667249516650549,-0.45481218231969767,-0.2017258329422833,-0.5821810239015888,-0.1647884487462285,0.17,0.093333333,-0.23,0.08
