Symbol,Neg Sent Signal compound,Neg Sent Signal neg,Neg Sent Signal neu,Neg Sent Signal pos,Pos Sent Signal compound,Pos Sent Signal neg,Pos Sent Signal neu,Pos Sent Signal pos,Mean Sent Len,Sent Count,Pos Mean Sent Len,Pos Sent Count,Neg Mean Sent Len,Neg Sent Count,Q1,Q2,Q3,Q4,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,MKT0,MKT1,MKT2,MKT3,MKT4,MKT5,MKT6,MKT7,MKT8,MKT9,MKT10,MKT11,MKT12,MKT13,Name Words,Name Length,Offer Amount,Price,Shares,1D,1W,1M,3M
JBLU,-0.5550119999999997,0.3349999999999998,0.624133333333333,0.04083999999999999,0.754569736842105,0.01868421052631579,0.6546315789473685,0.32667105263157875,270.4884488448845,1515.0,171.4078947368421,76.0,157.8,75.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,20,158400009.0,27.0,5866667,0.2086887,0.184168407,0.305970107,0.180437107
JCAP,-0.46680315789473653,0.20393684210526322,0.7343263157894735,0.06174736842105265,0.8209505263157896,0.01853684210526316,0.6475684210526317,0.3338842105263158,348.7469624933967,1893.0,196.74736842105264,95.0,210.13684210526316,95.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,22,100000000.0,20.0,5000000,0.012468829,0.093715815,0.08324194900000001,0.023940251
JD,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1780026780.0,19.0,93685620,-0.022988506,0.16183908,0.183908046,0.3827586670000001
JELD,-0.393543396226415,0.1954056603773585,0.7274999999999997,0.07704716981132073,0.7960103773584906,0.009650943396226417,0.6376132075471699,0.3527547169811321,311.55299105040035,2123.0,188.21698113207546,106.0,222.76415094339623,106.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,22,575000000.0,23.0,25000000,0.030891129,0.102970297,0.220990099,0.334653505
JILL,-0.35053738317757005,0.1916074766355141,0.7274018691588785,0.0809626168224299,0.8418841121495327,0.012598130841121496,0.6162056074766357,0.37115887850467294,326.69957884885355,2137.0,186.4392523364486,107.0,251.79439252336448,107.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12,151666671.0,13.0,11666667,-0.003921569000000001,-0.0007843139999999999,0.093333333,0.032156863
JKS,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,28,64185000.0,11.0,5835000,0.004545455,-0.230909091,-0.101818182,0.843636455
JMEI,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,31,245080000.0,22.0,11140000,-0.115963303,-0.155963303,0.041834826,0.239632991
JMP,-0.4574107526881721,0.22659139784946242,0.7153978494623655,0.05797849462365592,0.6936032258064525,0.002913978494623656,0.643118279569893,0.3539892473118281,304.805510534846,1851.0,134.10752688172042,93.0,192.6236559139785,93.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,14,87990078.0,11.0,7999098,0.07217391299999999,0.008695652,-0.065217391,-0.4
JNCE,-0.5761508474576273,0.22352542372881362,0.7199322033898304,0.056576271186440666,0.7723158333333335,0.01715,0.6706083333333335,0.3122499999999999,349.8550481776288,2387.0,212.78333333333333,120.0,215.0593220338983,118.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,25,101840000.0,16.0,6365000,-0.0344445,-0.042777778,0.098333333,0.386666611
JOBS,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,73500000.0,14.0,5250000,0.110642782,0.37776607,0.738145522,1.6859852480000002
JONE,-0.3442877049180328,0.18889344262295088,0.7243196721311475,0.08683606557377045,0.75397131147541,0.01926229508196722,0.6238524590163937,0.3569016393442622,311.52031185884283,2437.0,160.61475409836066,122.0,162.80327868852459,122.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,18,187500000.0,15.0,12500000,-0.031339031,0.002849003,-0.007122506999999998,0.210826211
KIDS,-0.5697329999999998,0.2514800000000001,0.6873100000000002,0.06126000000000001,0.7375445544554454,0.020287128712871288,0.660009900990099,0.3197128712871288,348.1977091633466,2008.0,173.22772277227722,101.0,202.1,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,20,52000000.0,13.0,4000000,0.05,-0.027222222,0.027777778,0.08944450000000001
KNL,-0.3765362318840577,0.22602898550724632,0.7243478260869566,0.04962318840579711,0.8204202898550726,0.007318840579710146,0.6195652173913044,0.3731014492753622,298.24182076813656,1406.0,182.2608695652174,69.0,156.82608695652175,69.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,165680220.0,15.0,11045348,0.04294484900000002,0.04294484900000002,0.024540002,0.046012273
KNOP,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,25,156450000.0,21.0,7450000,-0.054347826,-0.039130435,0.012173957,-0.013043435
KNSL,-0.4554111111111111,0.19927777777777778,0.7597222222222223,0.04100000000000001,0.7087117647058824,0.007470588235294118,0.6511176470588236,0.34141176470588236,389.9912536443149,343.0,138.52941176470588,17.0,241.22222222222223,18.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,27,105600000.0,16.0,6600000,0.0255555,0.013888889,0.116111111,0.258888889
KONA,-0.3569983606557375,0.25309836065573776,0.7115573770491802,0.03531147540983607,0.8017704918032789,0.007573770491803279,0.6595409836065573,0.3328688524590165,317.37161607875305,1219.0,208.7377049180328,61.0,124.77049180327869,61.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,14,27500000.0,11.0,2500000,-0.0007692310000000001,-0.05,-0.108461538,-0.191538462
KOP,-0.4638091743119264,0.3482660550458715,0.6244954128440365,0.02728440366972477,0.7306926605504587,0.025431192660550456,0.6488990825688074,0.3256146788990827,280.32350230414744,2170.0,163.5045871559633,109.0,95.03669724770643,109.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,21,140000000.0,14.0,10000000,0.078767123,0.16438356199999998,0.273972603,0.327397192
KORS,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,25,944000000.0,20.0,47200000,-0.02199996,0.05800004,0.07120004,0.95600008
KOS,-0.46883404255319155,0.24746808510638305,0.6868014184397164,0.06573049645390071,0.7680429577464791,0.015908450704225353,0.6279154929577463,0.35614084507042243,272.6964779005525,2896.0,174.85915492957747,142.0,133.63120567375887,141.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,18,594000000.0,18.0,33000000,-0.064615385,-0.080512821,-0.068205128,-0.297948718
KPTI,-0.5453913043478259,0.2520434782608696,0.7024782608695652,0.04547826086956521,0.7412478260869565,0.013695652173913046,0.6743478260869565,0.3119565217391305,366.02819956616054,461.0,218.2608695652174,23.0,147.2173913043478,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,28,108800000.0,16.0,6800000,-0.104143387,-0.104143387,-0.097984317,0.909854372
KREF,-0.41497152777777746,0.21011805555555566,0.7159027777777777,0.07395833333333332,0.831284137931034,0.014213793103448275,0.6365586206896549,0.34922068965517244,355.8938450899032,2892.0,229.3310344827586,145.0,221.09722222222223,144.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,34,210125000.0,20.5,10250000,0.052380952,0.049999952,0.08952376199999999,-0.024285714
KRNT,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,19,71000000.0,10.0,7100000,0.145833333,0.1275,0.25,0.1925
KRNY,-0.40359400000000045,0.19455999999999996,0.7364899999999995,0.06899500000000001,0.7981935323383084,0.022517412935323385,0.6403283582089548,0.3371442786069653,362.67170091606835,4039.0,188.44278606965173,201.0,192.4,200.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,22,218212500.0,10.0,21821250,-0.015679444,-0.003484308,-0.041811811,-0.08101048200000001
KRP,-0.34889199999999976,0.20649714285714277,0.7012514285714284,0.09215428571428574,0.678955357142857,0.02884523809523808,0.6179999999999998,0.35316666666666674,369.0099178237461,3529.0,149.3095238095238,168.0,176.98285714285714,175.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,28,90000000.0,18.0,5000000,0.118494026,0.112403162,0.068106427,0.055370989
KRYS,-0.5540728395061727,0.22229629629629624,0.7344938271604937,0.04316049382716049,0.8206749999999999,0.0111125,0.6808624999999999,0.3080250000000001,344.0084490042245,1657.0,234.1125,80.0,174.50617283950618,81.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,21,39600000.0,10.0,3960000,0.004761905,0.038095238,-0.063809524,0.051428571
KTOV,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,17,13014668.0,4.12,3158900,-0.06441717799999999,-0.156441718,0.180981595,-0.217791411
KTWO,-0.6007981481481485,0.24823148148148141,0.7043518518518518,0.047444444444444456,0.7860972222222221,0.013796296296296294,0.6518148148148144,0.33437962962962947,350.1425255338904,2154.0,208.9814814814815,108.0,239.09259259259258,108.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,24,132375000.0,15.0,8825000,0.033333333,0.013333333,-0.002666667,0.124666733
KYAK,-0.39576105263157885,0.22604210526315793,0.7016210526315793,0.07234736842105265,0.8161736842105257,0.01597894736842105,0.650242105263158,0.33380000000000004,345.44462025316454,1896.0,214.38947368421051,95.0,182.52631578947367,95.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,19,91000000.0,26.0,3500000,0.098338904,0.094352126,-0.102990033,0.035880399
KZR,-0.4785104166666667,0.20855208333333333,0.7332916666666663,0.05814583333333331,0.7900936170212762,0.01972340425531915,0.6635425531914895,0.3167021276595744,359.9392987964417,1911.0,211.56382978723406,94.0,192.58333333333334,96.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,25,75000000.0,15.0,5000000,-0.10950005000000007,-0.11349999999999992,,
LACQU,-0.2592450549450548,0.1615604395604396,0.7496263736263735,0.08878021978021974,0.790764835164835,0.013153846153846155,0.6620439560439559,0.3248131868131868,380.8059701492537,1809.0,179.02197802197801,91.0,227.0,91.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,25,200000000.0,10.0,20000000,-0.005,-0.006999999999999999,-0.009000000000000001,-0.004
LADR,-0.3923568493150683,0.20341780821917813,0.7153150684931507,0.08126712328767129,0.8213489795918371,0.01840816326530612,0.6303605442176867,0.35124489795918373,351.1150592216582,2955.0,216.61904761904762,147.0,186.1917808219178,146.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,19,225250000.0,17.0,13250000,0.030909091,0.018181758,0.057575818,0.076363636
LAND,-0.4651128712871287,0.19035643564356444,0.7503960396039603,0.0592772277227723,0.8122277227722773,0.01234653465346535,0.682950495049505,0.30470297029702964,343.3081885856079,2015.0,244.4950495049505,101.0,212.97029702970298,101.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,19,50000010.0,15.0,3333334,-0.01055409,-0.01055409,-0.025725594,0.12401062
LAUR,-0.42348975069252104,0.2126675900277009,0.7301135734072016,0.0572188365650969,0.7724763888888889,0.01263055555555555,0.6486500000000002,0.3387111111111112,292.57934647731975,7253.0,190.08055555555555,360.0,183.29639889196676,361.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,24,490000000.0,14.0,35000000,0.0448,0.06,0.0312,0.1232
LAZ,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,854579050.0,25.0,34183162,-0.03800004,-0.08519996,-0.12559996,-0.04559996
LC,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,16,865500000.0,15.0,57700000,-0.026262626,0.171717172,-0.088484889,-0.218181818
LCAHU,-0.23471818181818183,0.16767045454545454,0.7308068181818179,0.10151136363636358,0.7923137931034484,0.015505747126436783,0.6869080459770112,0.29758620689655163,403.4936854190586,1742.0,216.72413793103448,87.0,205.98863636363637,88.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,24,250000000.0,10.0,25000000,0.005,0.029,0.004,0.009000000000000001
LFACU,-0.26636428571428566,0.1714404761904762,0.7372500000000003,0.09136904761904764,0.802975,0.016285714285714285,0.6924880952380956,0.29122619047619064,397.90701859628075,1667.0,226.47619047619048,84.0,224.21428571428572,84.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,28,135000000.0,10.0,13500000,,-0.003992015968063757,,
LITB,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,31,78850000.0,9.5,8300000,0.07078853,0.247311828,0.229390681,-0.08870967699999999
LIWA,-0.4235666666666666,0.30450000000000005,0.6574374999999999,0.03803125000000001,0.7926298076923077,0.01608653846153846,0.6365673076923074,0.3473653846153846,324.57094430992737,2065.0,179.91346153846155,104.0,141.92708333333334,96.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,24,9200000.0,4.0,2300000,0.232608696,0.27826087,1.065217391,0.793478261
LLNW,-0.45010941176470576,0.29658823529411776,0.649505882352941,0.05392941176470588,0.8038321428571426,0.02123809523809524,0.6095833333333333,0.3691904761904762,314.3496751329002,1693.0,197.78571428571428,84.0,134.2235294117647,85.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,24,240000000.0,15.0,16000000,-0.016843928,-0.124556699,-0.023936127,-0.621010621
LMAT,-0.42005376344086,0.32248387096774206,0.6415698924731181,0.035913978494623654,0.7572010752688173,0.022580645161290325,0.665741935483871,0.31166666666666676,288.0135648399349,1843.0,166.50537634408602,93.0,109.04301075268818,93.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,21,38500000.0,7.0,5500000,-0.069230769,-0.033846154,-0.076923077,-0.029230769
LMRK,-0.33634166666666654,0.2106481481481481,0.697518518518518,0.0918333333333333,0.6638091743119263,0.020853211009174314,0.5966055045871559,0.3825229357798166,330.1846929422548,2182.0,126.23853211009174,109.0,180.49074074074073,108.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,35,50350000.0,19.0,2650000,0.050438782,0.060993164,0.049883288,-0.04177319
LNTH,-0.5221671428571432,0.23157142857142873,0.7074142857142859,0.06102857142857143,0.7579030075187966,0.012849624060150371,0.6636917293233081,0.3234586466165412,322.043152639087,2804.0,166.30827067669173,133.0,191.20714285714286,140.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,23,65000004.0,6.0,10833334,0.078431373,0.060457516,0.145424837,-0.514705882
LOB,-0.4548268115942027,0.2151811594202898,0.7221666666666671,0.06265942028985509,0.7657007194244604,0.0130431654676259,0.6256762589928061,0.3612805755395685,293.5145390070922,2820.0,159.19424460431654,139.0,218.7463768115942,138.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,25,81600000.0,17.0,4800000,0.021621622000000004,0.108108108,0.07621621599999999,0.007026973000000001
LOCO,-0.4966382978723404,0.22347872340425534,0.7124042553191492,0.06411702127659574,0.8042127659574468,0.013074468085106386,0.6459787234042552,0.34094680851063824,306.2257720979766,1878.0,203.19148936170214,94.0,192.09574468085106,94.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,28,107142855.0,15.0,7142857,0.414736789,1.055263105,0.643157842,0.7894736840000001
LOGM,-0.40398488372093033,0.24790697674418605,0.6937093023255817,0.058465116279069765,0.8206896551724137,0.010068965517241377,0.644528735632184,0.3453793103448278,328.7343572241183,1758.0,174.7816091954023,87.0,171.3139534883721,86.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,106666672.0,16.0,6666667,-0.01549995,-0.03450005,0.005,-0.1045
LOPE,-0.4610208333333332,0.1832708333333333,0.7390833333333334,0.0776875,0.7956979166666667,0.01960416666666667,0.6767708333333334,0.30358333333333337,407.451511991658,959.0,214.91666666666666,48.0,249.27083333333334,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,28,126000000.0,12.0,10500000,0.2,0.607,0.7299999,0.809
LOV,-0.5834617647058824,0.24639215686274515,0.7133823529411768,0.04022549019607843,0.7562166666666665,0.014490196078431373,0.6795392156862745,0.3059901960784315,305.4866995073892,2030.0,179.92156862745097,102.0,175.7843137254902,102.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,236839652.0,7.12,33263996,0.026666667,-0.02,-0.073333333,-0.213333333
LOVE,-0.4293955056179771,0.22475280898876412,0.7142134831460675,0.06105617977528089,0.7801415730337077,0.01247191011235955,0.6439101123595508,0.34366292134831466,325.44055555555553,1800.0,154.38202247191012,89.0,200.37078651685394,89.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,56000000.0,16.0,3500000,-0.04038384646141546,-0.16713314674130364,,
LOXO,-0.5758494252873563,0.2493333333333334,0.6914022988505746,0.05927586206896552,0.7846528089887641,0.025044943820224715,0.6669887640449436,0.30802247191011234,321.24775280898876,1780.0,220.40449438202248,89.0,176.05747126436782,87.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,19,68399994.0,13.0,5261538,-0.009181331,-0.004590666,-0.001530222,-0.149196634
LPG,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,15,134999997.0,19.0,7105263,-0.018947421,0.001579,0.089473737,0.082105211
LPI,-0.3514179687499999,0.20171093750000013,0.7147968749999998,0.08340625,0.7908242187499996,0.019851562500000003,0.6171093750000002,0.36303124999999997,302.1030847325264,2561.0,184.5078125,128.0,162.7421875,128.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,22,297500000.0,17.0,17500000,0.048695652,0.162318783,0.219130493,0.367536232
LPL,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,20,748800000.0,15.0,49920000,-0.027777778,-0.013888889,0.107638889,-0.003472222
LPLA,-0.4477045045045045,0.2136306306306307,0.726945945945946,0.05942342342342342,0.8047991150442481,0.014584070796460178,0.6113716814159289,0.374026548672566,336.4820239680426,2253.0,177.8495575221239,113.0,194.11711711711712,111.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,27,469724460.0,30.0,15657482,-0.037821484,-0.027836552,0.0193646,-0.001512829
LPSN,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,32000000.0,8.0,4000000,0.185714286,-0.085714286,-0.085714286,-0.042857143
LQ,-0.39364545454545435,0.244060606060606,0.7073333333333335,0.048666666666666664,0.7915818181818182,0.011636363636363637,0.6719090909090909,0.31648484848484854,360.5467075038285,653.0,183.63636363636363,33.0,188.12121212121212,33.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,23,650250000.0,17.0,38250000,0.035820896,0.00119403,-0.024477612000000003,0.137910388
LQMT,-0.3188624999999998,0.18147222222222223,0.7497500000000001,0.06883333333333334,0.7762602739726028,0.018232876712328767,0.6673013698630135,0.31450684931506845,336.64620689655175,1450.0,175.12328767123287,73.0,192.33333333333334,72.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,28,75000000.0,15.0,5000000,0.005996003000000001,0.015323118,0.062624917,-0.558960693
LRN,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,108000000.0,18.0,6000000,0.250632962,0.493670886,0.316455696,0.174683595
LSE,-0.426048113207547,0.2194811320754718,0.7120849056603775,0.06849999999999998,0.7503645454545452,0.021636363636363634,0.6294909090909092,0.34887272727272733,287.88422971741113,2194.0,154.0090909090909,110.0,163.5566037735849,106.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,210000000.0,10.5,20000000,0.035521236,-0.020849421,-0.146718147,-0.223938224
LTRX,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,60000000.0,10.0,6000000,-0.044117647,-0.029411765,0.183823529,-0.34926470600000004
LULU,-0.3425676190476189,0.19220000000000007,0.7317714285714284,0.0759904761904762,0.8167333333333335,0.009447619047619047,0.6231904761904761,0.3673809523809524,354.82739212007505,2132.0,178.32380952380953,105.0,256.55238095238093,105.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,24,327600000.0,18.0,18200000,0.1544,0.378,0.3692,1.082
LVS,,,,,0.7462023255813953,0.031511627906976744,0.6465581395348838,0.32190697674418606,328.26941176470586,850.0,182.4418604651163,43.0,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,20,690476196.0,29.0,23809524,0.147971258,0.126491617,0.01789976,0.11336515
LX,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,26,108000000.0,9.0,12000000,-0.07627118599999999,9.703389831,11.06779661,12.57627119
LXFT,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,19,69565190.0,17.0,4092070,0.090566097,0.107277742,0.142857258,0.392991989
LYL,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,32,8528364.0,6.0,1421394,0.894451962,0.49661705,-0.215155616,-0.286874154
MA,-0.5489301886792454,0.26413836477987435,0.6907484276729565,0.04513207547169811,0.7509643750000002,0.01795,0.6519062499999995,0.33014375000000007,274.8821866163996,3183.0,178.7625,160.0,140.66037735849056,159.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,2399315568.0,39.0,61520912,0.148883375,0.203473945,0.166004963,0.322580645
MACK,-0.5670438461538462,0.23826923076923084,0.7044461538461538,0.05728461538461539,0.7826829457364339,0.01271317829457364,0.6753255813953487,0.31196124031007766,328.8104776579353,2596.0,254.72868217054264,129.0,159.86153846153846,130.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,29,100100000.0,7.0,14300000,-0.038400032,-0.032,0.139199952,0.100800048
MANT,-0.3843082191780819,0.27573972602739755,0.677972602739726,0.046315068493150674,0.7903520547945201,0.0072054794520547945,0.6517260273972603,0.3410958904109589,279.2993150684932,1460.0,170.31506849315068,73.0,140.32876712328766,73.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,26,115200000.0,16.0,7200000,0.076023392,0.143274795,0.102339181,0.256725146
MANU,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,21,233333338.0,14.0,16666667,-0.00569395,-0.016370107,-0.11316726,-0.100355872
MAPP,-0.41189101123595484,0.3197078651685394,0.6275280898876404,0.0527191011235955,0.8211752808988767,0.015280898876404499,0.6304382022471909,0.3542584269662922,299.7498625618472,1819.0,197.7191011235955,89.0,104.32584269662921,89.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,25,60000000.0,12.0,5000000,0.098039216,0.05882352900000001,0.094117647,0.373333333
MASI,-0.46643174603174586,0.2726746031746033,0.6670238095238098,0.06026190476190476,0.7869076335877863,0.028694656488549623,0.6339923664122139,0.33730534351145025,298.7604606525912,2605.0,204.29007633587787,131.0,133.9920634920635,126.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,202582642.0,17.0,11916626,0.052631579000000005,0.078947368,0.128947421,0.781578842
MBII,-0.3992646551724135,0.19729310344827586,0.7387844827586203,0.06393103448275861,0.8334564102564105,0.007017094017094019,0.6708888888888889,0.322128205128205,328.34982935153585,2344.0,224.3760683760684,117.0,163.32758620689654,116.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,27,57000000.0,12.0,4750000,0.076923077,0.018461538,0.016153846,0.400000077
