Symbol,Q1,Q2,Q3,Q4,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,MKT0,MKT1,MKT2,MKT3,MKT4,MKT5,MKT6,MKT7,MKT8,MKT9,MKT10,MKT11,MKT12,Name Words,Name Length,Offer Amount,Price,Shares,1D,1W,1M,3M
WTI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,16,240449997,19.0,12655263,-0.051282050999999995,-0.061538512999999996,0.035897487,0.053333385
DRYS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,234000000,18.0,13000000,0.058823695999999995,-0.135999864,-0.107437876,-0.515694991
GRVY,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,17,108000000,13.5,8000000,-0.091569784,-0.17223836,-0.19694767100000002,-0.321947696
DLB,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,24,495000000,18.0,27500000,0.07826082599999999,-0.02826087,0.046086913,-0.189565261
KRNY,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,22,218212500,10.0,21821250,-0.015679444,-0.0034843079999999998,-0.041811811000000004,-0.08101048200000001
PBIP,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,38,56536880,10.0,5653688,-0.010988972,-0.065934018,-0.140859142,0.076923178
RAIL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,24,161500000,19.0,8500000,0.043413912,0.048347311,-0.026147015,-0.028613666
DXCM,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,56400000,12.0,4700000,-0.035596026,-0.122516556,-0.048013245,-0.006622517
PAY,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,22,154000000,10.0,15400000,0.013953488,0.16744186,0.19069767399999998,0.734883721
MORN,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,17,140831250,18.5,7612500,0.123794159,0.098606645,0.164523044,0.435691372
LAZ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,854579050,25.0,34183162,-0.03800004,-0.08519996,-0.12559996,-0.04559996
TGP,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,24,132000000,22.0,6000000,0.002008072,0.032931687,0.056224859,0.312048112
ZUMZ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,56250000,18.0,3125000,0.20210728,0.12164751,0.324233716,0.650862165
CNTF,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,53,141813051,16.25,8726957,-0.060270613,-0.029520306,0.10701102900000001,0.150676501
CTRN,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,53900000,14.0,3850000,-0.07374636700000001,-0.1150443,0.11622412300000001,0.625958547
TLP,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,28,71690000,21.4,3350000,0.003265306,0.011428612,0.032244939,0.079591878
DRH,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,26,273913500,10.5,26087000,0.006641366,0.046489564000000004,0.067362429,0.130929791
DSW,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,267187500,19.0,14062500,0.020833333,0.058333333,0.089583333,-0.072083333
SIMO,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,30,70350000,10.5,6700000,0.018867925,-0.009433961999999999,0.051886792,0.34811320799999995
MPW,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,28,126701642,10.5,12066823,0.019444443999999998,0.012962963000000001,-0.030555556,-0.10185185199999999
FMCN,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,23,171700000,17.0,10100000,0.063157895,-0.039473684,0.089473684,0.31578947399999996
TIS,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,29,15000000,8.0,1875000,0.030303636000000002,0.248485455,0.19394,0.21212181800000002
CNSL,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,42,203666658,13.0,15666666,0.069230769,0.136923077,0.08692307699999999,0.010769231
BIDU,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,109090854,27.0,4040402,1.087121212,0.484848485,0.213333333,0.056212121
RUTH,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,29,234000000,18.0,13000000,0.07272732700000001,0.025252527,-0.050000003,-0.09797970199999999
ROLL,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,134676000,14.5,9288000,0.030405405,0.031081081,0.084459392,0.033108108
KONA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,14,27500000,11.0,2500000,-0.0007692310000000001,-0.05,-0.10846153800000001,-0.191538462
WPZ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,22,107500000,21.5,5000000,0.024096386,0.084337349,0.156626466,0.30923686699999997
SNSS,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,27,42000000,7.0,6000000,-0.07193229799999999,-0.040902687,-0.11988718599999999,-0.332863205
CBOU,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,28,75012000,14.0,5358000,-0.15483871,-0.24193548399999998,-0.352258065,-0.352258065
GLP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,18,107800000,22.0,4900000,-0.05,-0.066,-0.12199996,-0.22480004
GASS,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,15,116000000,14.5,8000000,-0.041895603999999996,-0.078296703,-0.107142857,-0.12087912099999999
NXTM,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,21,55000000,10.0,5500000,0.142439024,0.248780488,0.356097561,0.22243902399999999
SPWR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,138600000,18.0,7700000,-0.08750003599999999,-0.071428571,0.069642893,0.267857143
BKD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,28,210368000,19.0,11072000,0.109523766,0.138528095,0.329870087,0.378787879
BAS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,25,250000000,20.0,12500000,-0.004545455,-0.029545455,-0.063636364,0.113636364
CAPB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,20,11250000,18.75,600000,-0.026315789,-0.052631579000000005,0.10526315800000001,0.07316315799999999
SOMX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,18,55000000,11.0,5000000,-0.054545489,-0.059090875,0.20909093199999998,0.47181822700000003
CMG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,26,173333336,22.0,7878788,-0.002666644,0.06444448900000001,0.020000043999999998,0.18333333300000001
HEES,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,28,196875000,18.0,10937500,0.137370809,0.152141859,0.22796662899999998,0.777449521
KOP,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,21,140000000,14.0,10000000,0.078767123,0.16438356199999998,0.273972603,0.327397192
TX,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,496894400,20.0,24844720,0.019088981,-0.019522734,0.04338395,0.16702825
ETE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,28,441000000,21.0,21000000,-0.011304348,-0.045652174000000004,-0.052173912999999995,0.07434782599999999
CROX,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,207900000,21.0,9900000,-0.025333333,-0.066666667,-0.133666667,0.191
ACOR,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,23,33000000,6.0,5500000,0.095623987,0.051863857,0.009724473,-0.181523501
LOV,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,18,236839652,7.12,33263996,0.026666667,-0.02,-0.073333333,-0.213333333
TDG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,19,230045970,21.0,10954570,0.006263006,0.004175282,0.058455071,0.079331896
ZZ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,448000000,16.0,28000000,0.006285771,-0.047428570999999996,-0.091428571,-0.23428571399999998
VNDA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,26,57500000,10.0,5750000,-0.005235602,0.082722513,0.060732984000000004,-0.139267016
DK,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,21,160000000,16.0,10000000,0.010552451000000001,0.079453626,-0.08441967199999999,-0.003103786
BMTI,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,29,36800000,8.0,4600000,0.132075472,0.037735849,0.0050314470000000005,-0.088050314
MA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,2399315568,39.0,61520912,0.148883375,0.203473945,0.166004963,0.322580645
CLUB,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,38,116350000,13.0,8950000,-0.018126888,-0.058912387000000004,-0.093655589,-0.018126888
HWCC,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,23,110500000,13.0,8500000,-0.046875,-0.010625,0.0475,0.1825
SNCR,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,28,56528432,8.0,7066054,-0.016666667,-0.045555556,-0.082222222,-0.027777778
HOMB,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,19,45000000,18.0,2500000,-0.022662865,0.064683511,0.02644001,0.062322768
PGTI,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,21,123529406,14.0,8823529,0.068965517,0.125517241,0.085517241,0.015862069
ROMA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,19,98195620,10.0,9819562,0.081081081,0.11969112,0.111969112,0.14285714300000002
GSG,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,40,697480000,50.0,13949600,-0.0020263020000000002,0.011144965,-0.028368735,-0.159067848
GTLS,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,20,187500000,15.0,12500000,0.015333333000000001,0.06,-0.166666667,-0.128
WNS,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,18,224054160,20.0,11202708,0.154028436,0.181042654,0.312796256,0.32559237
GMET,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,102500000,10.0,10250000,0.029767442,0.051162791,0.00372093,0.001860465
SDEV,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,35,562976,0.2,2814880,2.5333333330000003,2.5333333330000003,3.666666667,12.46666667
GORO,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,15910707,1.0,15910707,-0.043478261,-0.17391304300000002,-0.130434783,0.330434783
CVLT,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,21,161111110,14.5,11111111,0.059375063,0.075624937,0.203125,0.233125
PBIB,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,20,37200000,24.0,1550000,-0.051133945,-0.053608207000000005,-0.063505114,-0.089896864
EVEP,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,23,78000000,20.0,3900000,-0.019900448,-0.05223885599999999,-0.016915423,0.117412886
OFSI,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,29,31825000,9.5,3350000,0.059000000000000004,0.0576,0.09,0.02
WU,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,16,422400000,19.2,22000000,0.035937394,0.036458278999999996,0.144791607,0.15468744
APKT,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,109008016,9.5,11474528,0.136428571,0.164285643,0.110714286,0.299285786
LMAT,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,21,38500000,7.0,5500000,-0.069230769,-0.033846153999999996,-0.076923077,-0.029230769
SONA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,41,25004000,14.0,1786000,0.065333325,0.140000003,0.10666663,0.069999965
OC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,1855092669,28.05,66135211,-0.026501768,-0.030035266,0.067137882,0.014134347
CPRX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,30,20100000,6.0,3350000,0.023333332999999998,0.023333332999999998,-0.083333333,-0.05
CSIQ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,19,115500000,15.0,7700000,0.036082473999999996,-0.027706186,-0.280283505,-0.286082474
EBS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,26,62500000,12.5,5000000,-0.055999999999999994,-0.1152,-0.2,0.2016
ALLT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,25,78000000,12.0,6500000,-0.035862068999999996,-0.146206897,-0.294482759,-0.35862069
HTZ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17,1323525000,15.0,88235000,0.048,0.02,0.08000006700000001,0.40466666700000004
FSLR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,17,400000000,20.0,20000000,0.007755143000000001,0.158775469,0.196734694,0.8387754690000001
AER,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,20,600300000,23.0,26100000,-0.08,-0.0728,-0.08480004,0.066
WLDN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,19,29000000,10.0,2900000,0.045499505,0.002967359,-0.008902077,-0.09693372900000001
NOA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,38,200000000,16.0,12500000,0.058064516,0.058064516,0.032258065,0.190322645
OMAB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,27,187904340,18.0,10439130,-0.032727227000000005,-0.006818182,-0.013636318,0.027272727000000004
ALGT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,19,90000000,18.0,5000000,0.045833333,0.193333292,0.12250004199999999,0.370416625
ANW,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,36,175000000,14.0,12500000,0.072666667,0.030666667,0.027333332999999998,0.13666660000000003
OMPI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,28,58850000,11.0,5350000,-0.09049773800000001,-0.07239819,-0.124886878,0.059728507
TAST,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,30,130000000,13.0,10000000,0.080727273,0.036363636,0.018909091,-0.039272727
AIMC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,29,135000000,13.5,10000000,0.02962963,0.040740741000000004,0.06814814799999999,0.017037036999999998
AFFY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,92500000,25.0,3700000,0.08366660000000001,0.175,0.09300003300000001,0.059999967
FFHL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,32,31050000,8.28,3750000,0.374853114,0.606345476,0.602820212,-0.023501763
DBA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,38,25000000,25.0,1000000,0.040513478,0.014841516,0.044925752,0.009626955
AVAV,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,17,113900000,17.0,6700000,-0.03,-0.08760004,-0.1,-0.0792
ORIT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,23,105788250,10.0,10578825,0.043333300000000005,0.0186666,0.0333333,0.016
JASO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,27,225000000,15.0,15000000,-0.048268584,-0.039874062,-0.027806916,0.291185735
SSRX,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,123200000,16.0,7700000,-0.153714286,-0.057142857000000005,-0.330857143,-0.434285714
MLNX,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,27,102000000,17.0,6000000,-0.0005,0.04049995,-0.06000005,-0.08500005
NCMI,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,24,798000000,21.0,38000000,-0.00745102,0.019607843,0.074509804,0.025490196
OPTR,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,27,49000000,7.0,7000000,0.16,0.24,0.308,0.34666666700000004
CLWR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,600000000,25.0,24000000,-0.089908294,-0.240000037,-0.241100917,-0.271926606
GFA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,389503317,24.88,15655278,-0.006346711,0.083300208,0.093613595,0.282824254
CQP,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,30,283500000,21.0,13500000,-0.004545455,-0.031818227000000004,-0.018181818,-0.090909091
GLUU,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,14,83950000,11.5,7300000,0.071304348,-0.042608695999999995,0.039130435,0.173043478
SMCI,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,26,64000000,8.0,8000000,-0.002259887,0.13220339,0.142372881,0.189830508
UNG,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,34,1500000000,50.0,30000000,-0.001984172,0.021626987,0.022817413999999998,-0.163492092
TFSL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,18,871301020,10.0,87130102,-0.052757794000000004,-0.057553957,-0.004796163,-0.123101519
CNK,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,23,532000000,19.0,28000000,-0.004736842,-0.005263158,0.031578947,-0.057894737
OPTT,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,30,100000000,20.0,5000000,-0.1225,-0.281500015,-0.14199997,-0.1525
CAVM,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,91125000,13.5,6750000,-0.001818242,0.036363636,0.301818182,0.577575818
ATV,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,25,119350000,15.5,7700000,0.10552763400000001,0.201004937,0.4447236,0.002010015
PBSV,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21,11744572,0.56,20972450,-0.129032258,-0.129032258,-0.290322581,-0.09677419400000001
ACM,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,703000000,20.0,35150000,0.001421754,0.10616113699999999,0.061611374000000003,0.298578199
JMP,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,14,87990078,11.0,7999098,0.07217391299999999,0.008695652,-0.065217391,-0.4
PODD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,115500000,15.0,7700000,-0.061764705999999996,-0.08294117599999999,-0.161176471,-0.102941176
TTGT,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,100100000,13.0,7700000,0.026896552,0.013793103000000001,0.025517241,-0.100689655
GLRE,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,27,194750000,19.0,10250000,0.048260912999999996,0.029130435,0.017391304,-0.14173913
CLNE,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,24,120000000,12.0,10000000,0.003333333,0.11666666699999999,0.041666667000000004,-0.015
FOLD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,23,75000000,15.0,5000000,-0.1,-0.13125,-0.275,-0.27375
INFN,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,182000000,13.0,14000000,0.34039891899999997,0.48753114200000003,0.38591013799999996,0.140274305
LLNW,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,24,240000000,15.0,16000000,-0.016843928,-0.124556699,-0.023936127,-0.621010621
AUTH,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,82500000,11.0,7500000,-0.069090909,-0.0018181820000000002,0.13727272699999998,-0.054545455
SPRD,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,29,125897800,14.0,8992700,0.107746479,0.003521127,0.019014085,-0.1
BNCL,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,29,205275000,10.0,20527500,0.006458509,0.02152856,-0.025834153999999998,0.07427344400000001
REXX,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,105600000,11.0,9600000,-0.06818181799999999,-0.059090909000000004,-0.160909091,-0.125454545
LULU,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,24,327600000,18.0,18200000,0.1544,0.37799999999999995,0.3692,1.082
CXO,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,20,240201731,11.5,20887107,0.119724376,0.095607235,0.093023256,0.8776915590000001
VRTU,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12,61600000,14.0,4400000,-0.10370370400000001,-0.035555556,0.051111110999999994,0.262222296
MASI,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,202582642,17.0,11916626,0.052631579000000005,0.078947368,0.128947421,0.781578842
MELI,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,16,289389330,18.0,16077185,0.41818186399999996,0.37818181799999995,0.352272727,0.963636409
DUF,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,18,132800000,16.0,8300000,0.07058829400000001,0.202941235,0.235294118,0.09941182400000001
